"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Y9ARBC7Z","journalArticle","2013","Colomo-Palacios, Ricardo; Messnarz, Richard; Biró, Miklós","Systems, software and services process improvement","Computer Standards and Interfaces","","09205489","10.1016/j.csi.2013.08.001","http://www.scopus.com/inward/record.url?eid=2-s2.0-77957574553&partnerID=tZOtx3y1","The role of Systems and Product Architects is increasingly important for the development of modern products and services that are sustainable, innovative, and successful. This paper shows that competences in integration in product and systems design have to be a key part of these architect's competence profiles. Capitalizing on results from extensive research in the optimization of product development, it points out that the integration of all stakeholders from the earliest development phases is a fundamental need to be able to take into account all requirements and constraints imposed on both hardware and software products and systems. It draws the conclusion that the key stakeholders in product and system development processes need to have skills that enable this way of doing integrated development. © 2010 Springer-Verlag Berlin Heidelberg.","2013","2021-02-26 20:18:37","2021-02-26 20:18:37","","1–2","","1","36","","","","","","","","","","","","","","","","","ISBN: 978-3-642-15665-6 _eprint: arXiv:1011.1669v3 PMID: 25246403","","","","gameprocess; Software Development Methods; SPI; SPI Manifesto","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YPEUDJ4E","journalArticle","2016","Gustafsson, Viktor; Höglund, Gustav","The cooperative future of game development : A phenomenon of collaboration between producers and consumers in the video game industry","","","","","http://www.diva-portal.org/smash/record.jsf?pid=diva2%3A937094&dswid=5819","Independent developers and large-scale development studios - commonly seen as the Davids and Goliaths of the video game industry - are moving closer together. Powerful software frameworks, traditionally reserved for professional developers and only available through expensive licenses, are becoming free to use for consumers. By sharing their tools instead of keeping them for themselves, companies can utilize the combined talent of whole communities and monetize on that talent through royalties and other indirect fees. This paper describes how the video game industry has developed in recent years to allow for this change in business strategy and examines how the industry can continue to evolve because of this. The result of a Delphi study based on interviews with game developers both inside and outside the industry point toward a future of increased intermingling and sharing of knowledge and resources, characterized by more producer-consumer collaborations and closer relationships between companies and their communities. By adopting free-to-use business models and sharing powerful, proprietary software with their consumers, companies are lowering the point of entry for aspiring developers and thereby dissolving the traditional narrative of “we and them” that has existed between independent developers and established studios in the past.","2016","2021-02-26 20:18:37","2021-02-26 20:18:37","","","","","","","","","","","","","","","","","","","","","","","","","","business model; community platforms; game development; game engine; indie; modding; outsourcing innovation; participatory culture; producer-consumer collaboration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LWSQE3W","journalArticle","2014","Kasurinen, Jussi; Maglyas, Andrey; Smolander, Kari","Is Requirements Engineering Useless in Game Development?","","","","","","","2014","2021-02-26 20:18:37","2021-02-26 20:18:37","","1–16","","","","","","","","","","","","","","","","","","","","","","","","game design; game development; management; requirements; requirements engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPZ7UT29","journalArticle","2015","Scacchi, Walt; Cooper, Kendra M.","Research Challenges at the Intersection of Computer Games and Software Engineering","Computer Games and Software \ldots","","","","https://books.google.com.br/books?hl=pt-BR&lr=&id=fi2sCQAAQBAJ&oi=fnd&pg=PA261&dq=educational+RPG+serious+RPG+%22history+of+RPG%22+OR+%22serious+Games%22+OR+%22serious+RPG%22+OR+%22RPG+framework%22+OR+%22educational+RPG%22&ots=2KnSFOrmkE&sig=gghlGN4j4rqri","This paper provides an overview and review of R&D studies, findings, and practices that identify important problems that constitute an emerging program of future R&D opportunities relevant to established scholars and new students interested in computer games and software engineering (CGSE). This includes examining how computer games may be used to address long- standing, grand challenge problems in software engineering in new ways. The review also examines other challenges in game software requirements engineering, game software design, game software testing, teamwork processes in CGSE, global CGSE, and other closely related areas for CGSE research. From these results, it becomes possible to identify and outline possible areas for future CGSE research opportunities that may be appropriate for consideration by students, scholars, or research agencies seeking to build up scientific and technological capabilities in CGSE research and educational practice.","2015","2021-02-26 20:18:37","2021-02-26 20:18:37","","","","Fdg","","","","","","","","","","","","","","","","","","","","","","challenges; computer games; grand; research; software engineering; software engineering education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZNA5INJ","journalArticle","2014","Paakkanen, Vesa","User Experience of Game Development Environments: Can making games be as fun as playing them?","","","","","","","2014","2021-02-26 20:18:37","2021-02-26 20:18:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GAVJSWBM","conferencePaper","2016","Politowski, Cristiano; Fontoura, Lisandra; Petrillo, Fabio; Guéhéneuc, Yann-Gaël","Are the Old Days Gone? A Survey on Actual Software Engineering Processes in Video Game Industry","Gas 2016","978-1-4503-4160-8","","","http://dx.doi.org/10.1145/2896958.2896960","In the past 10 years, several researches studied video game development process who proposed approaches to improve the way how games are developed. These approaches usually adopt agile methodologies because of claims that traditional practices and the waterfall process are gone. However, are the ""old days"" really gone in the game industry? In this paper, we present a survey of software engineering processes in video game industry from postmortem project analyses. We analyzed 20 postmortems from Gamasutra Portal. We extracted their processes and modelled them through using the Business Process Model and Notation (BPMN). This work presents three main contributions. First, a postmortem analysis methodology to identify and extract project processes. Second, the study main result: the ""old days"" are gone, but not completely. Iterative practices are increasing and are applied to at least 65% of projects in which 45% of this projects explicitly adopted Agile practices. However, waterfall process is still applied at least 30% of projects. Finally, we discuss some implications, directions and opportunities for video game development community.","2016","2021-02-26 20:18:37","2021-02-26 20:18:37","","22–28","","","16-May-201","","","","","","","","","Austin, TX, United states","","","","","","","","ISSN: 02705257","","","","game development; postmortem; software engineering process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBEEKCQP","journalArticle","2016","Jr, Michael Washburn; Sathiyanarayanan, Pavithra; Nagappan, Meiyappan; Zimmermann, Thomas; Bird, Christian","""What Went Right and What Went Wrong"": An Analysis of 155 Postmortems from Game Development","Proceedings of the 38th International Conference on Software Engineering (ICSE 2016 SEIP Track)","","","10.1145/2889160.2889253","http://research.microsoft.com/apps/pubs/default.aspx?id=262301","In game development, software teams often conduct postmortems to reflect on what went well and what went wrong in a project. The postmortems are shared publicly on gaming sites or at developer conferences. In this paper, we present an analysis of 155 postmortems published on the gaming site Gamasutra.com. We identify characteristics of game development, link the characteristics to positive and negative experiences in the postmortems and distill a set of best practices and pitfalls for game development.","2016","2021-02-26 20:18:37","2021-02-26 20:18:37","","","","","","","","","","","","","","","","","","","","","","ISBN: 9781450342056","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/VXXN9YPU/Washburn et al. - 2016 - What went right and what went wrong an analysis o.pdf","","games; postmortems; qualitative analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKECJZK3","journalArticle","2014","Osborne O'Hagan, Ann; Coleman, Gerry; O'Connor, Rory V.","Software Development Processes for Games: A Systematic Literature Review","Communications in Computer and Information Science","","18650929","10.1007/978-3-662-43896-1_16","","This paper describes the methodology and results from a Systematic Literature Review (SLR) of the software processes used in game development. A total of 404 papers were analyzed as part of the review and the various process models that are used in industry and academia/research are presented. Software Process Improvement (SPI) initiatives for game development are discussed. The factors that promote or deter the adoption of process models, and implementing SPI in practice are highlighted. Our findings indicate that there is no single model that serves as a best practice process model for game development and it is a matter of deciding which model is best suited for a particular game. Agile models such as Scrum and XP are suited to the knowledge intensive domain of game development where innovation and speed to market are vital. Hybrid approaches such as reuse can also be suitable for game development where the risk of the upfront investment in terms of time and cost is mitigated with a game that has stable requirements and a longer lifespan. © Springer-Verlag Berlin Heidelberg 2014.","2014","2021-02-26 20:18:37","2021-02-26 20:18:37","","182–193","","June","425","","","","","","","","","","","","","","","","","ISBN: 9783662438954","","","","Game Development; Software Engineering; Software Process; Software Process Improvement (SPI); Systematic Literature Review (SLR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UK7W73GC","journalArticle","2016","Kasurinen, Jussi; Smolander, Kari","Defining an Iterative ISO/IEC 29110 Deployment Package for Game Developers","International Journal of Information Technologies and Systems Approach","","1935-570X","10.4018/ijitsa.2017010106","","Software development in a small development team is a challenge, as people have to fulfill several roles, which in larger groups would have dedicated people. To help in this aspect, the ISO/IEC 29110 Lifecycle profiles for Very Small Entities has been developed to help organization and manage the workflow. However, the model presented in the ISO/IEC 29110 is rather abstract, and prominently follows the waterfall approach, even though the documents do amend agile practices as one acceptable approach. In game development this loosely defined approach is problematic, since games industry heavily relies in the agile practices with short cycles of iterations. In this article, the authors present their study of game development organizations, and describe the ISO/IEC 29110 deployment package “Highly Iterative Software Processes” which combines the Entry level model with the industry-specific requirements. In general, the definition of support for the iterative development makes the model feasible for the industry.","2016","2021-02-26 20:18:37","2021-02-26 20:18:37","","107–125","","1","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8FDDTRYL","journalArticle","2013","Kasurinen, Jussi; Laine, Risto; Smolander, Kari","How applicable is ISO/IEC 29110 in game software development?","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","03029743","10.1007/978-3-642-39259-7_4","","Software development in a small development team is a challenge, as people have to fulfill several roles, which in larger groups would have separate, dedicated people for the work. To help small development teams to organize their activities, ISO/IEC standardization body has developed the standard ISO/IEC 29110, Lifecycle profiles for Very Small Entities. Our study focuses on the application of this model in the game industry, an industry that develops software. However, the game industry has its own set of unusual features in software development, such as the demand for artistic vision, need for novelty and demand for creative designs. In this study we analyze how the standard would work in seven different game industry companies and identify a set of additions that would help these organizations to apply the standard in practice. Based on our results, the ISO/IEC 29110 should incorporate more support for iterative development to allow easier adaptation to real-life organizations. © 2013 Springer-Verlag.","2013","2021-02-26 20:18:37","2021-02-26 20:18:37","","5–19","","","7983 LNCS","","","","","","","","","","","","","","","","","ISBN: 9783642392580","","","","empirical study; game development; game industry; gameprocess; ISO/IEC 29110; software process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7R2KNUZ","journalArticle","2019","Karre, Sai Anirudh; Mathur, Neeraj; Reddy, Y. Raghu","Is Virtual Reality Product Development different?","Proceedings of the 12th Innovations on Software Engineering Conference (Formerly Known As India Software Engineering Conference)","","","10.1145/3299771.3299772","http://doi.acm.org/10.1145/3299771.3299772","","2019","2021-02-26 20:18:37","2021-02-26 20:18:37","","1–11","","","","","","","","","","","","","","","","","","","","ISBN: 978-1-4503-6215-3","","","","Industrial Practices; Quantitative Study; Software Development Methodology; Software Process; Virtual Reality","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76N3G66H","journalArticle","2016","Ruonala, Henna-riikka","Agile Game Development: A Systematic Literature Review","","","","","","","2016","2021-02-26 20:18:37","2021-02-26 20:18:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NPDBLPUV","journalArticle","2014","Wang, Alf Inge; Nordmark, Nj\aal","Software Architectures and the Creative Processes in Game Development","","","","10.1007/978-3-662-45212-7","http://link.springer.com/10.1007/978-3-662-45212-7","Urban computing systems impact quality of life in densely populated areas. With the widespread availability of wireless networks and portable devices, urban areas are fast becoming a hybrid of the physical environment and the digital datasphere. This paper describes Yasmine's Adventures, a location aware storytelling platform that leverages on urban computing strategies to create an interactive walk through the Mehringplatz area, surrounding the Jewish Museum in Berlin. Yasmine's Adventures (YA) is a mobile application that delivers a sequence of animations clips tailored specifically to the Mehringplatz neighbourhood. The story follows an adventurous local girl as she walks home alone, visiting local landmarks. Yasmine's perceptions of the landmarks, identified by community members in an earlier workshop, reflect the real concerns of the community. This interactive experience was created to engage visitors of the Jewish Museum to explore the relatively neglected streets of the area in which the museum is situated.","2014","2021-02-26 20:18:37","2021-02-26 20:18:37","","272–285","","","8770","","","","","","","","","","","","","","","","","ISBN: 978-3-662-45211-0","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/73D7THIQ/Wang and Nordmark - 2015 - Software Architectures and the Creative Processes .pdf","","creative software development; game development; software ar-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GL8TC5WZ","journalArticle","2016","Aleem, Saiqa; Capretz, Luiz Fernando; Ahmed, Faheem","Critical Success Factors to Improve the Game Development Process from a Developer's Perspective","Journal of Computer Science and Technology","","10009000","10.1007/s11390-016-1673-z","","The growth of the software game development industry is enormous and is gaining importance day by day. This growth imposes severe pressure and a number of issues and challenges on the game development community. Game development is a complex process, and one important game development choice is to consider the developer's perspective to produce good-quality software games by improving the game development process. The objective of this study is to provide a better understanding of the developer's dimension as a factor in software game success. It focuses mainly on an empirical investigation of the effect of key developer's factors on the software game development process and eventually on the quality of the resulting game. A quantitative survey was developed and conducted to identify key developer's factors for an enhanced game development process. For this study, the developed survey was used to test the research model and hypotheses. The results provide evidence that game development organizations must deal with multiple key factors to remain competitive and to handle high pressure in the software game industry. The main contribution of this paper is to investigate empirically the influence of key developer's factors on the game development process.","2016","2021-02-26 20:18:37","2021-02-26 20:18:37","","925–950","","5","31","","","","","","","","","","","","","","","","","","","","","developer's perspective; empirical investigation; game developer's factor; game development process; good-quality game; software game","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y67UWDS3","book","2013","Shelley, Matthew; Science, Computer","On the Feasibility o f using Use Case Maps for the Prevention o f Sequence Breaking in Video Games","","978-0-494-94637-4","","","","","2013","2021-02-26 20:18:37","2021-02-26 20:18:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WAF82VE","journalArticle","2013","Analytics, Game","An Introduction to Gameplay Data Visualization","","","","","","","2013","2021-02-26 20:18:37","2021-02-26 20:18:37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YK2XF2P2","journalArticle","2014","Kasurinen, Jussi; Smolander, Kari","What do game developers test in their products?","Proceedings of the 8th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM'14)","","19493770","10.1145/2652524.2652525","","© 2014 ACM. Context: Software projects often have four objectives; to produce the required functionality, in budget and in schedule, with acceptable quality. That statement may be true for most of the ordinary software development projects, but are these objectives enough for game development, where creativity and artistic aspects have a major role? Goal: We analyze how game developing organizations test their products, what are their main test objectives and how they perceive themselves in the software business. Method: We interviewed seven game development teams from different companies and studied how they test their products with grounded theory approach. Results: Our results suggest that game developers focus on soft values such as game content or user experience, instead of more traditional objectives such as reliability or efficiency. Conclusions: Game developers have similar, but not fully comparable to software industry, set of priorities in their software testing and quality assurance approaches.","2014","2021-02-26 20:18:37","2021-02-26 20:18:37","","1–10","","","","","","","","","","","","","","","","","","","","ISBN: 9781450327749","","/home/pol4ko/snap/zotero-snap/common/Zotero/storage/BLU74TBI/Kasurinen and Smolander - 2014 - What do game developers test in their products.pdf","","empirical study; game development; gameprocess; survey; test methods; test process","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9EI2E86","journalArticle","2016","Politowski, Cristiano; Vargas, Daniel De; Fontoura, Lisandra M; Foletto, A","Software Engineering Processes in Game Development: a Survey about Developers' Experiences","","","","","","With the increasing participation of digital games in the economy and our society, the attention given to this subject in the academic field has also increased. However, the software engineering field and, more precisely, game development processes seems to be for-gotten by researchers. In addition, game developers and big game companies prefer to keep their processes and methodologies to themselves. Studies and professional reports have shown the "" ugly face "" behind the game industry. Crunch Times and heavy pres-sure during the development are treated as normal practices in a game developer's life. In this work, we surveyed 58 Brazilian game developers about the relations between game development process and problems in a software engineering context. We sought for answers based on empirical data collected from the questionnaire. The goal was to understand the area and provide insights to improve game development, pointing a direction for future researches. As a result, considering the Brazilian context, this paper presents three main contributions. The first shows that, on projects that used sys-tematic approaches, regardless of the type, result in better prod-ucts. The second presents that Delays, Unrealistic scope and Lack of documentation are the most common problems faced by game developers. Finally, we describe insights and considerations gath-ered from developers and literature studies, which may serve as a source of knowledge as well as characterization of the Brazilian game developers.","2016","2021-02-26 20:18:37","2021-02-26 20:18:37","","","","September","","","","","","","","","","","","","","","","","","","","","","game developer ex-; game development process; survey","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PLH6QPNA","journalArticle","2013","Ramadan, Rido; Widyani, Yani","Game development life cycle guidelines","2013 International Conference on Advanced Computer Science and Information Systems, ICACSIS 2013","","","10.1109/ICACSIS.2013.6761558","","Game is a kind of software with goal to provide entertainment. However, during the real game development practice, simply adopting the software development life cycle (SDLC) is not enough, as the developers face several challenges during its life cycle. To address the problem, game development uses a kind of specific approach called game development life cycle (GDLC) to direct the game development. However, none of the existing GDLCs explicitly address how to successfully deliver a good quality game. This paper presents a new game development life cycle model and guidelines to successfully deliver a good quality game. Several quality criterias are explicitly considered at each phase. ? 2013 IEEE.","2013","2021-02-26 20:18:37","2021-02-26 20:18:37","","95–100","","June","","","","","","","","","","","","","","","","","","ISBN: 9789791421195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETHFVJP2","journalArticle","2016","Barik, Titus; Murphy-Hill, Emerson; Zimmermann, Thomas","A perspective on blending programming environments and games: Beyond points, badges, and leaderboards","Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC","","19436106","10.1109/VLHCC.2016.7739676","","© 2016 IEEE. Programming environments and game environments share many of the same characteristics, such as requiring their users to understand strategies and solve difficult challenges. Yet, only game designers have been able to capitalize on methods that are consistently able to keep their users engaged. Consequently, software engineers have been increasingly interested in understanding how these game experiences can be transferred to programming experiences, a process termed gamification. In this perspective paper, we offer a formal argument that gamification as applied today is predominately narrow, placing emphasis on the reward aspects of game mechanics at the expense of other important game elements, such as framing. We argue that more authentic game experiences are possible when programming environments are re-conceptualized and assessed as holistic, serious games. This broad gamification enables us to more effectively apply and leverage the breadth of game elements to the construction and understanding of programming environments.","2016","2021-02-26 20:18:37","2021-02-26 20:18:37","","134–142","","","2016-Novem","","","","","","","","","","","","","","","","","ISBN: 9781509002528 Publisher: IEEE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YE9PJ6RG","journalArticle","2010","Petrillo, Fabio; Pimenta, Marcelo","Is agility out there?","","","","10.1145/1878450.1878453","","Game development is a very complex and multidisciplinary activity and surely the success of games as one of most profitable areas in entertainment domain could not be incidentally. The goal of this paper is to investigate if (and how) principles and practices from Agile Methods have been adopted in game development, mainly gathering evidences through Postmortem Analysis (PMA). Then we describe how we have conducted PMA in order to identify the good practices adopted in several game development projects. The results are discussed, comparing similarities and differences on how these practices are taken in account in (traditional) software development and game development. Copyright 2010 ACM.","2010","2021-02-26 20:18:49","2021-02-26 20:18:49","","9","","November 2016","","","","","","","","","","","","","","","","","","ISBN: 9781450304030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3ZICEDE","journalArticle","2010","Musil, Juergen; Schweda, Angelika; Winkler, Dietmar; Biffl, Stefan","A Survey on the State of the Practice in Video Game Software Development","","","","","http://qse.ifs.tuwien.ac.at/publication/IFS-QSE-10-04.pdf","Video Game Software Development is a promising area of empirical research because our ?rst observations in industry environment identi?ed a lack of a systematic process and method support and rarely conducted/documented studies. Nevertheless, video games - speci?c types of software products - focus strongly on user interface and game design. Thus, engineering processes, methods for game construction and veri?cation/validation, and best-practices, derived from traditional software engineering, might be applicable in context of video game development. We selected the Austrian games industry as a manageable and promising starting point for systematically capturing the state-of-the practice in Video game development. In this paper we present the survey design and report on the ?rst results of a national survey in the Austrian games industry. The results of the survey showed that the Austrian games industry is organized in a set of small and young studios with the trend to ad-hoc and ?exible development processes and limitations in systematic method support.","2010","2021-02-26 20:18:49","2021-02-26 20:18:49","","13","","March","","","","","","","","","","","","","","","","","","ISBN: QSE-IFS-10/04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9DC7V2S","journalArticle","2004","Blow, Jonathan","Game Development Harder Than You Think","Queue","","15427730","10.1145/971564.971590","http://portal.acm.org/citation.cfm?doid=971564.971590","The hardest part of making a game has always been the engineering. In times past, game engineering was mainly about low-level optimization - writing code that would run quickly on the target computer, leveraging clever little tricks whenever possible.","2004","2021-02-26 20:18:49","2021-02-26 20:18:49","","28","","10","1","","","","","","","","","","","","","","","","","ISBN: 9781590598726","","","","gameprocess","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDHBWTDS","journalArticle","2009","Stacey, Patrick; Nandhakumar, Joe","A temporal perspective of the computer game development process","Information Systems Journal","","13501917","10.1111/j.1365-2575.2007.00273.x","","This paper offers an insight into the games software development process from a time perspective by drawing on an in-depth study in a games development organization. The wider market for computer games now exceeds the annual global revenues of cinema. We have, however, only a limited scholarly understanding of how games studios produce games. Games projects require particular attention because their context is unique. Drawing on a case study, the paper offers a theoretical conceptualization of the development process of creative software, such as games software. We found that the process, as constituted by the interactions of developers, oscillates between two modes of practice: routinized and improvised, which sediment and flux the working rhythms in the context. This paper argues that while we may predeterminately lay down the broad stages of creative software development, the activities that constitute each stage, and the transition criteria from one to the next, may be left to the actors in the moment, to the temporality of the situation as it emerges. If all development activities are predefined, as advocated in various process models, this may leave little room for opportunity and the creative fruits that flow from opportunity, such as enhanced features, aesthetics and learning.","2009","2021-02-26 20:18:49","2021-02-26 20:18:49","","479–497","","5","19","","","","","","","","","","","","","","","","","","","","","Computer game; Software development process; Temporal structure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RZPJF88","journalArticle","2012","Connolly, Thomas M.; Boyle, Elizabeth A.; MacArthur, Ewan; Hainey, Thomas; Boyle, James M.","A systematic literature review of empirical evidence on computer games and serious games","Computers and Education","","03601315","10.1016/j.compedu.2012.03.004","http://dx.doi.org/10.1016/j.compedu.2012.03.004","This paper examines the literature on computer games and serious games in regard to the potential positive impacts of gaming on users aged 14 years or above, especially with respect to learning, skill enhancement and engagement. Search terms identified 129 papers reporting empirical evidence about the impacts and outcomes of computer games and serious games with respect to learning and engagement and a multidimensional approach to categorizing games was developed. The findings revealed that playing computer games is linked to a range of perceptual, cognitive, behavioural, affective and motivational impacts and outcomes. The most frequently occurring outcomes and impacts were knowledge acquisition/content understanding and affective and motivational outcomes. The range of indicators and measures used in the included papers are discussed, together with methodological limitations and recommendations for further work in this area. © 2012 Elsevier Ltd. All rights reserved.","2012","2021-02-26 20:18:49","2021-02-26 20:18:49","","661–686","","2","59","","","","","","","","","","","","","","","","","Publisher: Elsevier Ltd","","","","Computer games; Engagement; Learning; Serious games; Skill enhancement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3R56NC5D","journalArticle","2010","Lewis, Chris; Whitehead, Jim; Wardrip-Fruin, Noah","What went wrong: a taxonomy of video game bugs","","","","10.1145/1822348.1822363","http://portal.acm.org/citation.cfm?id=1822348.1822363","Video games are complex, emergent systems that are difficult to design and test. This difficulty invariably leads to failures being present in the game, negatively impacting the play experience of some. We present a taxonomy of possible failures, divided into temporal and non-temporal failures. The taxonomy can guide the thinking of designers and testers alike, helping them expose bugs in the game. This will lead to games being better tested and designed, with fewer failures when released.","2010","2021-02-26 20:18:49","2021-02-26 20:18:49","","108–115","","","","","","","","","","","","","","","","","","","","ISBN: 978-1-60558-937-4","","","","08 where; a failure from tiger; an image of a; bug; error; failure; fault; figure 1; jesus shot; taxonomy; video game; woods; youtube video showing the","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NTQT3PNG","journalArticle","2009","Petrillo, Fábio; Pimenta, Marcelo; Trindade, Francisco; Dietrich, Carlos","What went wrong? A survey of problems in game development","Computers in Entertainment","","15443574","10.1145/1486508.1486521","","Despite its growth and profitability, many reports about game projects show that their production is not a simple task, but one beset by common problems and still distant from having a healthy and synergetic work process. The goal of this article is to survey the problems in the development process of electronic games, which are mainly collected from game postmortems, by exploring their similarities and differences to well-known problems in traditional information systems.","2009","2021-02-26 20:18:49","2021-02-26 20:18:49","","1","","1","7","","","","","","","","","","","","","","","","","ISBN: 1544-3574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQYMKRPU","journalArticle","2005","Callele, D.; Neufeld, E.; Schneider, K.","Requirements engineering and the creative process in the video game industry","","","","10.1109/re.2005.58","","The software engineering process in video game development is not clearly understood, hindering the development of reliable practices and processes for this field. An investigation of factors leading to success or failure in video game development suggests that many failures can be traced to problems with the transition from preproduction to production. Three examples, drawn from real video games, illustrate specific problems: 1) how to transform documentation from its preproduction form to a form that can be used as a basis for production, 2) how to identify implied information in preproduction documents, and 3) how to apply domain knowledge without hindering the creative process. We identify 3 levels of implication and show that there is a strong correlation between experience and the ability to identify issues at each level. The accumulated evidence clearly identifies the need to extend traditional requirements engineering techniques to support the creative process in video game development. ? 2005 IEEE.","2005","2021-02-26 20:18:49","2021-02-26 20:18:49","","240–250","","","","","","","","","","","","","","","","","","","","ISBN: 0769524257","","","","domain-specific terminology; duction; elicitation; game design document; non-functional requirements; prepro-; production; video game development; when designing non-player characters; while software engi-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MCZE776S","journalArticle","2010","Lewis, Chris; Whitehead, Jim","Runtime repair of software faults using event-driven monitoring","","","","10.1145/1810295.1810352","","In software with emergent properties, despite the best efforts to remove faults before execution, there is a high likelihood that faults will occur during runtime. These faults can lead to unacceptable program behavior during execution, even leading to the program terminating unexpectedly. Using a distributed event-driven runtime software-fault monitor to repair faulty states creates an enforceable runtime specification. Using such an architecture can help ensure that emergent systems operate within specification, increasing the reliability of such software.","2010","2021-02-26 20:18:49","2021-02-26 20:18:49","","275","","","","","","","","","","","","","","","","","","","","ISBN: 9781605587196","","","","[Electronic Manuscript]; driven systems; event-; message broker; rule engine; runtime software-fault monitoring; specifications; temporal invariants","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
